KEYWORD,MATCHING SENTENCE,PAGE URL
only,"This renderer can only be used when the Python kernel is running locally on the same machine as the web browser, so it is not compatible with Jupyter Hub or online notebook services.",https://plotly.com/python/renderers/
note,"Implementation Note 1: In this context, the ""default browser"" is the browser that is chosen by the Python webbrowser module.",https://plotly.com/python/renderers/
note,Implementation Note 2: The browser renderer works by setting up a single use local webserver on a local port.,https://plotly.com/python/renderers/
only,"js JavaScript bundle in each HTML file that is written, while the iframe_connected renderer includes only a reference to an online CDN location from which to load plotly.",https://plotly.com/python/renderers/
note,This renderer may be useful when working with notebooks than contain lots of large figures.,https://plotly.com/python/renderers/
note,"When using the notebook or notebook_connected renderer, all of the data for all of the figures in a notebook are stored inline in the notebook itself.",https://plotly.com/python/renderers/
note,"If this would result in a prohibitively large notebook size, an iframe or iframe_connected renderer could be used instead.",https://plotly.com/python/renderers/
note,"With the iframe renderers, the figure data are stored in the individual HTML files rather than in the notebook itself, resulting in a smaller notebook size.",https://plotly.com/python/renderers/
note,Implementation Note: The HTML files written by the iframe renderers are stored in a subdirectory named iframe_figures.,https://plotly.com/python/renderers/
note,The HTML files are given names based on the execution number of the notebook cell that produced the figure.,https://plotly.com/python/renderers/
note,"This means that each time a notebook kernel is restarted, any prior HTML files will be overwritten.",https://plotly.com/python/renderers/
note,"This also means that you should not store multiple notebooks using an iframe renderer in the same directory, because this could result in figures from one notebook overwriting figures from another notebook.",https://plotly.com/python/renderers/
should,"This also means that you should not store multiple notebooks using an iframe renderer in the same directory, because this could result in figures from one notebook overwriting figures from another notebook.",https://plotly.com/python/renderers/
note,"User interfaces that support this renderer include JupyterLab, nteract, and the Visual Studio Code notebook interface.",https://plotly.com/python/renderers/
note,"These are aliases for plotly_mimetype since this renderer is a good choice when working in JupyterLab, nteract, and the Visual Studio Code notebook interface.",https://plotly.com/python/renderers/
note,"Note that in VSCode Notebooks, the version of Plotly.",https://plotly.com/python/renderers/
not support,"These renderers are useful for user interfaces that do not support inline HTML output, but do support inline static images.",https://plotly.com/python/renderers/
note,"Examples include the QtConsole, Spyder, and the PyCharm notebook interface.",https://plotly.com/python/renderers/
note,This is especially useful for notebooks that will be exported to PDF files using the LaTeX export capabilities of nbconvert.,https://plotly.com/python/renderers/
note,"In editors that support it (JupyterLab, nteract, and the Visual Studio Code notebook interface), this renderer displays the JSON representation of a figure in a collapsible interactive tree structure.",https://plotly.com/python/renderers/
should,"You can specify that multiple renderers should be used by joining their names on ""+"" characters.",https://plotly.com/python/renderers/
note,"For example, if a notebook specifies a default renderer string of  ""notebook+plotly_mimetype+pdf""then this notebook would be able to run in the classic Jupyter Notebook, in JupyterLab, and it would support being exported to PDF using nbconvert.",https://plotly.com/python/renderers/
note,"But FigureWidget is also an ipywidgets object, which means that you can display it alongside other ipywidgets to build user interfaces right in the notebook.",https://plotly.com/python/renderers/
note,"It is important to note that FigureWidget does not use the renderers framework discussed above, so you should not use the show() figure method or the plotly.",https://plotly.com/python/renderers/
should,"It is important to note that FigureWidget does not use the renderers framework discussed above, so you should not use the show() figure method or the plotly.",https://plotly.com/python/renderers/
must,"Once a figure is serialized to JSON, it must be rendered by a browser, either immediately in the user's browser, at some later point if the figure is exported to HTML, or immediately in Kaleido's internal headless browser for static image export.",https://plotly.com/python/renderers/
only,"Traces' legendgroup and showlegend attributes are set such that only one legend item appears per unique combination of discrete color, symbol and/or line-dash.",https://plotly.com/python/plotly-express/
only,"Styling Control: PX functions read styling information from the default figure template, and support commonly-needed cosmetic controls like category_orders and color_discrete_map to precisely control categorical variables.",https://plotly.com/python/plotly-express/
note,Note that color and size data are added to hover information.,https://plotly.com/python/line-and-scatter/
note,"For more options about line plots, see also the line charts notebook and the filled area plots notebook.",https://plotly.com/python/line-and-scatter/
note,"For more examples of line plots, see the line and scatter notebook.",https://plotly.com/python/line-charts/
only,"In the example below, there is only a single row of data per year, so a single bar is displayed per year.",https://plotly.com/python/bar-charts/
note,As noted above px.,https://plotly.com/python/bar-charts/
warning,"Warning: when using histfuncs other than ""sum"" or ""count"" it can be very misleading to use a barmode other than ""group"", as stacked bars in effect represent the sum of the bar heights, and summing averages is rarely a reasonable thing to visualize.",https://plotly.com/python/bar-charts/
note,Note that textfont_size will set the maximum size.,https://plotly.com/python/bar-charts/
note,Note that sorting the bars by a particular trace isn't possible right now - it's only possible to sort by the total values.,https://plotly.com/python/bar-charts/
only,Note that sorting the bars by a particular trace isn't possible right now - it's only possible to sort by the total values.,https://plotly.com/python/bar-charts/
should,"In the example below, we first create a pie chart with px,pie, using some of its options such as hover_data (which columns should appear in the hover) or labels (renaming column names).",https://plotly.com/python/pie-charts/
only,It can be a scalar for pulling all sectors or an array to pull only some of the sectors.,https://plotly.com/python/pie-charts/
note,"* max(array of size values) / (desired maximum marker size ** 2)
Note that setting 'sizeref' to a value greater than 1, decreases the rendered marker sizes, while setting 'sizeref' to less than 1, increases the rendered marker sizes.",https://plotly.com/python/bubble-charts/
only,"With the points argument, display underlying data points with either all points (all), outliers only (outliers, default), or none of them (False).",https://plotly.com/python/box-plots/
only,"If ""outliers"", only the sample points lying outside the whiskers are shown.",https://plotly.com/python/box-plots/
only,"If False, only the boxes are shown with no sample points.",https://plotly.com/python/box-plots/
only,Box Plot With Only Points¶,https://plotly.com/python/box-plots/
note,Please note that the autobin algorithm will choose a 'nice' round bin size that may result in somewhat fewer than nbinsx total bins.,https://plotly.com/python/histograms/
note,"Note that this is not technically the histogram chart type, but it will have a similar effect as shown below by comparing the output of px.",https://plotly.com/python/histograms/
note,"Note that traces on the same subplot, and with the same barmode (""stack"", ""relative"", ""group"") are forced into the same bingroup, however traces with barmode = ""overlay"" and on different axes (of the same axis type) can have compatible bin settings.",https://plotly.com/python/histograms/
only,Plot Only Curve and Rug¶,https://plotly.com/python/distplot/
only,Plot Only Hist and Rug¶,https://plotly.com/python/distplot/
only,Plot Only Hist and Curve¶,https://plotly.com/python/distplot/
note,Note that go.,https://plotly.com/python/imshow/
only,Image only accepts multichannel images.,https://plotly.com/python/imshow/
note,Note that the go.,https://plotly.com/python/imshow/
note,Note than an easier way of creating binary strings with px.,https://plotly.com/python/imshow/
only,"The compression level has to be between 0 (no compression) and 9 (highest compression), although increasing the compression above 4 and 5 usually only offers diminishing returns (no significant compression gain, at the cost of a longer execution time).",https://plotly.com/python/imshow/
note,Note that you cannot set the range to include 0 or less.,https://plotly.com/python/log-plot/
only,"Tick labels can be formatted using the tickformat attribute (which accepts the d3 time-format formatting strings) to display only the month and year, but they still represent an instant by default, so in the figure below, the text of the label ""Feb 2018"" spans part of the month of January and part of the month of February.",https://plotly.com/python/time-series/
only once,"Date axis tick labels have the special property that any portion after the first instance of '\n' in tickformat will appear on a second line only once per unique value, as with the year numbers in the example below.",https://plotly.com/python/time-series/
only,"Date axis tick labels have the special property that any portion after the first instance of '\n' in tickformat will appear on a second line only once per unique value, as with the year numbers in the example below.",https://plotly.com/python/time-series/
should,"To have the year number appear on every tick label, '<br>' should be used instead of '\n'.",https://plotly.com/python/time-series/
note,"Note that by default, the formatting of values of X and Y values in the hover label matches that of the tick labels of the corresponding axes, so when customizing the tick labels to something broad like ""month"", it's usually necessary to customize the hover label to something narrower like the actual date, as below.",https://plotly.com/python/time-series/
note,"Note the smaller gaps between the grid lines for December 21 and January 4, where holidays were removed.",https://plotly.com/python/time-series/
note,Note: a known limitation of this feature is that it does not support scattergl traces.,https://plotly.com/python/time-series/
not support,Note: a known limitation of this feature is that it does not support scattergl traces.,https://plotly.com/python/time-series/
note,"Note the geojson attribute can also be the URL to a GeoJSON file, which can speed up map rendering in certain cases.",https://plotly.com/python/mapbox-county-choropleth/
note,Note about sizeref:,https://plotly.com/python/bubble-maps/
note,"Note that setting sizeref to a value greater than $1$, decreases the rendered marker sizes, while setting sizeref to less than $1$, increases the rendered marker sizes.",https://plotly.com/python/bubble-maps/
note,Other tutorials that inspired this notebook:,https://plotly.com/python/ml-regression/
note,"We will use shapes to denote the true labels, and the color will indicate the confidence of the model for assign that score.",https://plotly.com/python/knn-classification/
only,"scatter only require 1 function call to plot both negative and positive labels, and can additionally set a continuous color scale based on the y_score output by our kNN model.",https://plotly.com/python/knn-classification/
note,"meshgrid to create a grid, where the distance between each point is denoted by the mesh_size variable.",https://plotly.com/python/knn-classification/
only,"When you will have too many features to visualize, you might be interested in only visualizing the most relevant components.",https://plotly.com/python/pca-visualization/
only,"In the example below, our dataset contains 8 features, but we only select the first 2 components.",https://plotly.com/python/pca-visualization/
only,A clustergram is a combination heatmap-dendrogram that is commonly used in gene expression data.,https://plotly.com/python/clustergram/
note,"Note that the AlignmentChart only returns a chart of the sequence, while AlignmentViewer has integrated controls for colorscale, heatmaps, and subplots allowing you to interactively control your sequences.",https://plotly.com/python/alignment-chart/
only,"Note that the AlignmentChart only returns a chart of the sequence, while AlignmentViewer has integrated controls for colorscale, heatmaps, and subplots allowing you to interactively control your sequences.",https://plotly.com/python/alignment-chart/
only,Setting only a Lower or Upper Bound for Range¶,https://plotly.com/python/3d-axes/
only,In this example we only keep the z spikes (projection of the tooltip on the x-y plane).,https://plotly.com/python/3d-axes/
note,"Note when up does not correspond to the direction of an axis, you also need to set layout.",https://plotly.com/python/3d-camera-controls/
note,Note how a part of the data is cropped below because the camera is looking up.,https://plotly.com/python/3d-camera-controls/
note,"Note: At this time, Plotly Express does not support creating figures with arbitrary mixed subplots i.",https://plotly.com/python/mixed-subplots/
not support,"Note: At this time, Plotly Express does not support creating figures with arbitrary mixed subplots i.",https://plotly.com/python/mixed-subplots/
only,Plotly Express only supports facet plots and marginal distribution subplots.,https://plotly.com/python/mixed-subplots/
should,"The figure factory functions create a full figure, so some Plotly features, such as subplotting, should be implemented slightly differently with these charts.",https://plotly.com/python/figure-factory-subplots/
note,See these Jupyter notebooks for even more FigureWidget examples.,https://plotly.com/python/figurewidget/
imperative,With the output view it is easy to take full advantage of FigureWidgets new imperative-style graph updates since you can see your code and your graph at the same time.,https://plotly.com/python/jupyter-lab-tools/
note,See these Jupyter notebooks for even more FigureWidget examples.,https://plotly.com/python/jupyter-lab-tools/
note,See these Jupyter notebooks for even more FigureWidget examples.,https://plotly.com/python/click-events/
note,Note transforms are deprecated in plotly v5 and will be removed in a future version,https://plotly.com/python/filter/
note,Note transforms are deprecated in plotly v5 and will be removed in a future version.,https://plotly.com/python/group-by/
note,Note transforms are deprecated in plotly v5 and will be removed in a future version.,https://plotly.com/python/aggregations/
note,Note transforms are deprecated in plotly v5 and will be removed in a future version.,https://plotly.com/python/multiple-transforms/
should,"The ""restyle"" method should be used when modifying the data and data attributes of the graph.",https://plotly.com/python/custom-buttons/
should,"The ""relayout"" method should be used when modifying the layout attributes of the graph.",https://plotly.com/python/custom-buttons/
should,"The ""update"" method should be used when modifying the data and layout sections of the graph.",https://plotly.com/python/custom-buttons/
should,"The ""restyle"" method should be used when modifying the data and data attributes of the graph.",https://plotly.com/python/dropdowns/
should,"The ""relayout"" method should be used when modifying the layout attributes of the graph.",https://plotly.com/python/dropdowns/
should,"The ""update"" method should be used when modifying the data and layout sections of the graph.",https://plotly.com/python/dropdowns/
note,Note that you should always fix the x_range and y_range to ensure that your data remains visible throughout the animation.,https://plotly.com/python/animations/
should,Note that you should always fix the x_range and y_range to ensure that your data remains visible throughout the animation.,https://plotly.com/python/animations/
note,Note that you should always fix the y_range to ensure that your data remains visible throughout the animation.,https://plotly.com/python/animations/
should,Note that you should always fix the y_range to ensure that your data remains visible throughout the animation.,https://plotly.com/python/animations/
only,"Although Plotly Express supports animation for many chart and map types, smooth inter-frame transitions are today only possible for scatter and bar",https://plotly.com/python/animations/
must,"Plotly Express will not automatically compute the union of all x/y/color ranges, so these must be specified manually to avoid scale jumps across frames",https://plotly.com/python/animations/
note,Please Note: We do not recommend using: [ ].,https://plotly.com/python/animations/
note,Important Notes¶,https://plotly.com/python/animations/
must,"For other plot types, such as contour plots, every frame must be a total plot redraw, i.",https://plotly.com/python/animations/
only,"It is more commonly conceptualized in one dimension ($\mathbb{Z}$), two dimensions ($\mathbb{Z}^2$) or three dimensions ($\mathbb{Z}^3$) in Cartesian space, where $\mathbb{Z}$ represents the set of integers.",https://plotly.com/python/random-walk/
note,"In the visualizations below, we will be using scatter plots as well as a colorscale to denote the time sequence of the walk.",https://plotly.com/python/random-walk/
only,Only Highest Peaks¶,https://plotly.com/python/peak-finding/
imperative,"The danger to this thinking is that one may skew the representation of the data enough to change its perceived meaning, so for the sake of scientific honesty it is an imperative to at the very minimum explain one's reason's for using a smoothing algorithm to their dataset.",https://plotly.com/python/smoothing/
must,"5), which must be loaded in the environment where figures are being rendered.",https://plotly.com/python/LaTeX/
note,"MathJax is included by default in Jupyter-like environments, and LateX directives work with Jupyter Notebook version 6.",https://plotly.com/python/LaTeX/
note,LaTeX directives do not work with Jupyter Notebook version 7.,https://plotly.com/python/LaTeX/
note,Note on terminology: Theming generally refers to the process of defining default styles for visual elements.,https://plotly.com/python/templates/
note,"Note: Default themes persist for the duration of a single session, but they do not persist across sessions.",https://plotly.com/python/templates/
note,Note: this example uses magic underscore notation to write go.,https://plotly.com/python/templates/
note,"Note that because we built the template with a list of 3 scatter trace graph objects (one each for the diamond, square, and circle symbols), the forth scatter trace in the figure cycles around and takes on the defaults specified in the first template trace (The diamond symbol).",https://plotly.com/python/templates/
should,The *defaults template property should be set to a single graph object that matches the type of the elements of the corresponding tuple.,https://plotly.com/python/templates/
should,"It is also possible for a template to define tuple elements that should be included, as is, in any figure that the template is applied to.",https://plotly.com/python/templates/
note,Note that the name property of these tuple element graph objects must be set to a unique non-empty string.,https://plotly.com/python/templates/
must,Note that the name property of these tuple element graph objects must be set to a unique non-empty string.,https://plotly.com/python/templates/
note,Note: this example uses magic underscore notation to write go.,https://plotly.com/python/templates/
note,"Note: In order for the import to succeed, the my_themes.",https://plotly.com/python/templates/
must,py file must be on Python's module search path.,https://plotly.com/python/templates/
note,"Save the image to your local computer, or embed it inside your Jupyter notebooks as a static image.",https://plotly.com/python/static-image-export/
note,"If you are running this notebook live, click to open the output directory so you can examine the images as they are written.",https://plotly.com/python/static-image-export/
note,Note: It is important to note that any figures containing WebGL traces (i.,https://plotly.com/python/static-image-export/
note,A bytes object representing a PNG image can be displayed directly in the notebook using the IPython.,https://plotly.com/python/static-image-export/
should,Here is an example of specifying that orca should be used:,https://plotly.com/python/static-image-export/
should,"And, here is an example of specifying that Kaleido should be used:",https://plotly.com/python/static-image-export/
note,Note also that if the layout.,https://plotly.com/python/reference
only,"template
key is present (as it is by default) then default values will be drawn first from the contents
of the template and only if missing from there will the JavaScript layer infer further defaults.",https://plotly.com/python/reference
only,"update_traces(visible=<VALUE>, selector=dict(type='scatter'))  Type: enumerated , one of ( True | False | ""legendonly"" ) Default: True Determines whether or not this trace is visible.",https://plotly.com/python/reference
only,"If ""legendonly"", the trace is not drawn, but can appear as a legend item (provided that the legend itself is visible).",https://plotly.com/python/reference
only,"If ""legendonly"", the trace is not drawn, but can appear as a legend item (provided that the legend itself is visible).",https://plotly.com/python/reference
only,The web browser will only be able to apply a font if it is available on the system which it operates.,https://plotly.com/python/reference
only,"com or on-premise) generates images on a server, where only a select number of fonts are installed and supported.",https://plotly.com/python/reference
only,The web browser will only be able to apply a font if it is available on the system which it operates.,https://plotly.com/python/reference
only,"com or on-premise) generates images on a server, where only a select number of fonts are installed and supported.",https://plotly.com/python/reference
only,The web browser will only be able to apply a font if it is available on the system which it operates.,https://plotly.com/python/reference
only,"com or on-premise) generates images on a server, where only a select number of fonts are installed and supported.",https://plotly.com/python/reference
only,The web browser will only be able to apply a font if it is available on the system which it operates.,https://plotly.com/python/reference
only,"com or on-premise) generates images on a server, where only a select number of fonts are installed and supported.",https://plotly.com/python/reference
should,"Should be an array of strings, not numbers or any other type.",https://plotly.com/python/reference
should,"Should be an array of strings, not numbers or any other type.",https://plotly.com/python/reference
note,Note that this will override `textinfo`.,https://plotly.com/python/reference
note,Note that this will override `textinfo`.,https://plotly.com/python/reference
must,"To be seen, trace `hoverinfo` must contain a ""text"" flag.",https://plotly.com/python/reference
must,"To be seen, trace `hoverinfo` must contain a ""text"" flag.",https://plotly.com/python/reference
note,Note that this will override `hoverinfo`.,https://plotly.com/python/reference
only,"An underscore before or after ""(x|y)other"" will add a space on that side, only when this field is shown.",https://plotly.com/python/reference
note,Note that this will override `hoverinfo`.,https://plotly.com/python/reference
only,"An underscore before or after ""(x|y)other"" will add a space on that side, only when this field is shown.",https://plotly.com/python/reference
only,"update_traces(orientation=<VALUE>, selector=dict(type='scatter'))  Type: enumerated , one of ( ""v"" | ""h"" ) Only relevant in the following cases: 1.",https://plotly.com/python/reference
only,"when `stackgroup` is used, and only the first `orientation` found in the `stackgroup` will be used - including if `visible` is ""legendonly"" but not if it is `False`.",https://plotly.com/python/reference
only,Only relevant in the following cases: 1.,https://plotly.com/python/reference
only,"when `stackgroup` is used, and only the first `orientation` found in the `stackgroup` will be used - including if `visible` is ""legendonly"" but not if it is `False`.",https://plotly.com/python/reference
only,"update_traces(groupnorm=<VALUE>, selector=dict(type='scatter'))  Type: enumerated , one of ( """" | ""fraction"" | ""percent"" ) Default: """" Only relevant when `stackgroup` is used, and only the first `groupnorm` found in the `stackgroup` will be used - including if `visible` is ""legendonly"" but not if it is `False`.",https://plotly.com/python/reference
only,"Only relevant when `stackgroup` is used, and only the first `groupnorm` found in the `stackgroup` will be used - including if `visible` is ""legendonly"" but not if it is `False`.",https://plotly.com/python/reference
only,You can only stack on a numeric (linear or log) axis.,https://plotly.com/python/reference
only,Traces in a `stackgroup` will only fill to (or be filled to) other traces in the same group.,https://plotly.com/python/reference
only,You can only stack on a numeric (linear or log) axis.,https://plotly.com/python/reference
only,Traces in a `stackgroup` will only fill to (or be filled to) other traces in the same group.,https://plotly.com/python/reference
only,"update_traces(xperiod=<VALUE>, selector=dict(type='scatter'))  Type: number or categorical coordinate string Default: 0 Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
must,In this case `n` must be a positive integer.,https://plotly.com/python/reference
only,"Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
must,In this case `n` must be a positive integer.,https://plotly.com/python/reference
only,"update_traces(xperiodalignment=<VALUE>, selector=dict(type='scatter'))  Type: enumerated , one of ( ""start"" | ""middle"" | ""end"" ) Default: ""middle"" Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"update_traces(xperiod0=<VALUE>, selector=dict(type='scatter'))  Type: number or categorical coordinate string Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"update_traces(yperiod=<VALUE>, selector=dict(type='scatter'))  Type: number or categorical coordinate string Default: 0 Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
must,In this case `n` must be a positive integer.,https://plotly.com/python/reference
only,"Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
must,In this case `n` must be a positive integer.,https://plotly.com/python/reference
only,"update_traces(yperiodalignment=<VALUE>, selector=dict(type='scatter'))  Type: enumerated , one of ( ""start"" | ""middle"" | ""end"" ) Default: ""middle"" Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"update_traces(yperiod0=<VALUE>, selector=dict(type='scatter'))  Type: number or categorical coordinate string Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,"Only relevant when the axis `type` is ""date"".",https://plotly.com/python/reference
only,Has an effect only if in `marker.,https://plotly.com/python/reference
only,cmax` Has an effect only if in `marker.,https://plotly.com/python/reference
only,Has an effect only if in `marker.,https://plotly.com/python/reference
should,Value should have the same units as in `marker.,https://plotly.com/python/reference
must,cmin` must be set as well.,https://plotly.com/python/reference
only,Has an effect only if in `marker.,https://plotly.com/python/reference
should,Value should have the same units as in `marker.,https://plotly.com/python/reference
only,Has an effect only if in `marker.,https://plotly.com/python/reference
should,Value should have the same units as in `marker.,https://plotly.com/python/reference
must,cmax` must be set as well.,https://plotly.com/python/reference
note,Note that multiple color scales can be linked to the same color axis.,https://plotly.com/python/reference
must,"Must be a positive number, or special strings available to ""log"" and ""date"" axes.",https://plotly.com/python/reference
only,"To show powers of 10 plus small digits between, use ""D1"" (all digits) or ""D2"" (only 2 and 5).",https://plotly.com/python/reference
must,"If the axis `type` is ""date"", then you must convert the time to milliseconds.",https://plotly.com/python/reference
must,`n` must be a positive integer.,https://plotly.com/python/reference
must,"The labels we would have shown must match the keys exactly, after adding any tickprefix or ticksuffix.",https://plotly.com/python/reference
