KEYWORD,MATCHING SENTENCE,PAGE URL
should,seaborn should offer functions that are “drop-in” replacements for matplotlib methods,https://seaborn.pydata.org/faq.html
should,seaborn should offer functions that are “drop-in” replacements for matplotlib methods,https://seaborn.pydata.org/faq.html
should,seaborn should be able to produce figures that show “facets” or marginal distributions on distinct subplots,https://seaborn.pydata.org/faq.html
should,seaborn should be able to produce figures that show “facets” or marginal distributions on distinct subplots,https://seaborn.pydata.org/faq.html
should,"To get the most out of seaborn, your data should have a “long-form” or “tidy” representation.",https://seaborn.pydata.org/faq.html
only,You’ll be limited when using wide-form data: each function can make only one kind of wide-form plot.,https://seaborn.pydata.org/faq.html
should,"Understanding how your data should be represented — and how to get it that way if it starts out messy — is very important for making efficient and complete use of seaborn, and it is elaborated on at length in the user-guide.",https://seaborn.pydata.org/faq.html
only,Does seaborn only work with pandas?,https://seaborn.pydata.org/faq.html
note,Note that FacetGrid.,https://seaborn.pydata.org/faq.html
only,figure exists only on seaborn >= 0.,https://seaborn.pydata.org/faq.html
note,"Also, if you’re making pngs (or in a Jupyter notebook), you can — perhaps surprisingly — scale all your plots up or down by changing the dpi.",https://seaborn.pydata.org/faq.html
should,"This latter behavior should be considered a bug, and it is not to be relied on.",https://seaborn.pydata.org/faq.html
should,"If your x variable has numeric values, it seems like this should work.",https://seaborn.pydata.org/faq.html
only,"12, it’s possible only in stripplot() and swarmplot(), using native_scale=True).",https://seaborn.pydata.org/faq.html
warning,Warning: Neither matplotlib nor seaborn consider the specific artists produced by their plotting functions to be part of stable API.,https://seaborn.pydata.org/faq.html
only,"If your figure-level function created only one subplot, you can access it directly:",https://seaborn.pydata.org/faq.html
note,"Note that “dark_background” changes the default color palette to “Set2”, and that will override any palette you define in set_theme().",https://seaborn.pydata.org/faq.html
only,You can only talk meaningfully about the probability of observing a value that falls within some range.,https://seaborn.pydata.org/faq.html
only,Seaborn is the only library we need to import for this simple example.,https://seaborn.pydata.org/tutorial/introduction.html
only,Notice how we provided only the names of the variables and their roles in the plot.,https://seaborn.pydata.org/tutorial/introduction.html
only,Or you could show only the mean value and its confidence interval within each nested category:,https://seaborn.pydata.org/tutorial/introduction.html
note,"Seaborn’s integration with matplotlib allows you to use it across the many environments that matplotlib supports, including exploratory analysis in notebooks, real-time interaction in GUI applications, and archival output in a number of raster and vector formats.",https://seaborn.pydata.org/tutorial/introduction.html
only,"While you can be productive using only seaborn functions, full customization of your graphics will require some knowledge of matplotlib’s concepts and API.",https://seaborn.pydata.org/tutorial/introduction.html
note,Note,https://seaborn.pydata.org/tutorial/objects_interface.html
should,The objects interface should be imported with the following convention:,https://seaborn.pydata.org/tutorial/objects_interface.html
should,"This code, which produces a scatter plot, should look reasonably familiar.",https://seaborn.pydata.org/tutorial/objects_interface.html
only,"The Dot mark represents each data point independently, so the assignment of a variable to a property only has the effect of changing each dot’s appearance.",https://seaborn.pydata.org/tutorial/objects_interface.html
only,"The Dodge class is an example of a Move transformation, which is like a Stat but only adjusts x and y coordinates.",https://seaborn.pydata.org/tutorial/objects_interface.html
only,You can also define a mapping such that it is used only in a specific layer.,https://seaborn.pydata.org/tutorial/objects_interface.html
should,The current solution is to delegate figure setup to matplotlib and to supply the matplotlib object that Plot should use with the Plot.,https://seaborn.pydata.org/tutorial/objects_interface.html
note,Plot is optimized for use in notebook environments.,https://seaborn.pydata.org/tutorial/objects_interface.html
note,"To see a plot in a notebook, either return it from the final line of a cell or call Jupyter’s built-in display function on the object.",https://seaborn.pydata.org/tutorial/objects_interface.html
note,The notebook integration bypasses matplotlib.,https://seaborn.pydata.org/tutorial/objects_interface.html
should,"Another option is to provide a tuple of (min, max) values, controlling the range that the scale should map into.",https://seaborn.pydata.org/tutorial/objects_interface.html
should,"The Scale objects are also how you specify which values should appear as tick labels / in the legend, along with how they appear.",https://seaborn.pydata.org/tutorial/objects_interface.html
should,"The most basic, which should be used when both variables are numeric, is the scatterplot() function.",https://seaborn.pydata.org/tutorial/relational.html
should,"Instead, the visual representation should be adapted for the specifics of the dataset and to the question you are trying to answer with the plot.",https://seaborn.pydata.org/tutorial/relational.html
only,"But even when you are only examining changes across one additional variable, it can be useful to alter both the color and style of the lines.",https://seaborn.pydata.org/tutorial/relational.html
should,"While you should make use of the flexibility afforded by scatterplot() and relplot(), always try to keep in mind that several simple plots are usually more effective than one complex plot.",https://seaborn.pydata.org/tutorial/relational.html
should,An early step in any effort to analyze or model data should be to understand how the variables are distributed.,https://seaborn.pydata.org/tutorial/distributions.html
should,"But you should not be over-reliant on such automatic approaches, because they depend on particular assumptions about the structure of your data.",https://seaborn.pydata.org/tutorial/distributions.html
note,"Before we do, another point to note is that, when the subsets have unequal numbers of observations, comparing their distributions in terms of counts may not be ideal.",https://seaborn.pydata.org/tutorial/distributions.html
note,"Note how the narrow bandwidth makes the bimodality much more apparent, but the curve is much less smooth.",https://seaborn.pydata.org/tutorial/distributions.html
note,Note how the stacked plot filled in the area between each curve by default.,https://seaborn.pydata.org/tutorial/distributions.html
should,"This can be partially avoided with the cut parameter, which specifies how far the curve should extend beyond the extreme datapoints.",https://seaborn.pydata.org/tutorial/distributions.html
must,"Consider how the bimodality of flipper lengths is immediately apparent in the histogram, but to see it in the ECDF plot, you must look for varying slopes.",https://seaborn.pydata.org/tutorial/distributions.html
only,"As with jointplot()/JointGrid, using the underlying PairGrid directly will afford more flexibility with only a bit more typing:",https://seaborn.pydata.org/tutorial/distributions.html
only,"It can give a better representation of the distribution of observations, although it only works well for relatively small datasets.",https://seaborn.pydata.org/tutorial/categorical.html
should,"To obtain quantitative measures related to the fit of regression models, you should use statsmodels.",https://seaborn.pydata.org/tutorial/regression.html
must,"In contrast, lmplot() has data as a required parameter and the x and y variables must be specified as strings.",https://seaborn.pydata.org/tutorial/regression.html
only,"Finally, only lmplot() has hue as a parameter.",https://seaborn.pydata.org/tutorial/regression.html
note,Note that the logistic regression estimate is considerably more computationally intensive (this is true of robust regression as well).,https://seaborn.pydata.org/tutorial/regression.html
note,Take care to note how this is different from lmplot().,https://seaborn.pydata.org/tutorial/regression.html
should,"These variables should be categorical or discrete, and then the data at each level of the variable will be used for a facet along that axis.",https://seaborn.pydata.org/tutorial/axis_grids.html
note,"Note that margin_titles isn’t formally supported by the matplotlib API, and may not work well in all cases.",https://seaborn.pydata.org/tutorial/axis_grids.html
must,It must plot onto the “currently active” matplotlib Axes.,https://seaborn.pydata.org/tutorial/axis_grids.html
must,It must plot onto the “currently active” matplotlib Axes.,https://seaborn.pydata.org/tutorial/axis_grids.html
must,It must accept the data that it plots in positional arguments.,https://seaborn.pydata.org/tutorial/axis_grids.html
must,It must accept the data that it plots in positional arguments.,https://seaborn.pydata.org/tutorial/axis_grids.html
must,"It must be able to accept color and label keyword arguments, and, ideally, it will do something useful with them.",https://seaborn.pydata.org/tutorial/axis_grids.html
must,"It must be able to accept color and label keyword arguments, and, ideally, it will do something useful with them.",https://seaborn.pydata.org/tutorial/axis_grids.html
should,"If we want to make a bivariate plot, you should write the function so that it accepts the x-axis variable first and the y-axis variable second:",https://seaborn.pydata.org/tutorial/axis_grids.html
note,"Note that the axis ticks won’t correspond to the count or density axis of this plot, though.",https://seaborn.pydata.org/tutorial/axis_grids.html
note,(Note that in versions of seaborn prior to 0.,https://seaborn.pydata.org/tutorial/aesthetics.html
must,"On later versions, it must be explicitly invoked).",https://seaborn.pydata.org/tutorial/aesthetics.html
note,Note that you can only override the parameters that are part of the style definition through this method.,https://seaborn.pydata.org/tutorial/aesthetics.html
only,Note that you can only override the parameters that are part of the style definition through this method.,https://seaborn.pydata.org/tutorial/aesthetics.html
should,"A separate set of parameters control the scale of plot elements, which should let you use the same code to make plots that are suited for use in settings where larger or smaller plots are appropriate.",https://seaborn.pydata.org/tutorial/aesthetics.html
note,"The four preset contexts, in order of relative size, are paper, notebook, talk, and poster.",https://seaborn.pydata.org/tutorial/aesthetics.html
note,"The notebook style is the default, and was used in the plots above.",https://seaborn.pydata.org/tutorial/aesthetics.html
should,Most of what you now know about the style functions should transfer to the context functions.,https://seaborn.pydata.org/tutorial/aesthetics.html
should,This chapter discusses both the general principles that should guide your choices and the tools in seaborn that help you quickly find the best solution for a given application.,https://seaborn.pydata.org/tutorial/color_palettes.html
should,"When you want to represent multiple categories in a plot, you typically should vary the color of the elements.",https://seaborn.pydata.org/tutorial/color_palettes.html
note,"With that said, here are few notes of caution.",https://seaborn.pydata.org/tutorial/color_palettes.html
should,So you should strive not to make plots that are too complex.,https://seaborn.pydata.org/tutorial/color_palettes.html
should,These are used for data where both large low and high values are interesting and span a midpoint value (often 0) that should be de-emphasized.,https://seaborn.pydata.org/tutorial/color_palettes.html
should,"The rules for choosing good diverging palettes are similar to good sequential palettes, except now there should be two dominant hues in the colormap, one at (or near) each pole.",https://seaborn.pydata.org/tutorial/color_palettes.html
should,"It’s important to emphasize here that using red and green, while intuitive, should be avoided.",https://seaborn.pydata.org/tutorial/color_palettes.html
only,"This discussion is only the beginning, and there are a number of good resources for learning more about techniques for using color in visualizations.",https://seaborn.pydata.org/tutorial/color_palettes.html
note,"For a brief introduction to the ideas behind the library, you can read the
introductory notes or the paper.",https://seaborn.pydata.org/archive/0.12/index.html
note,"Site 
  
Introduction
Release notes
Installing
Example gallery
Tutorial
API reference


Citing
Archive",https://seaborn.pydata.org/archive/0.11/index.html
note,Release notes,https://seaborn.pydata.org/archive/0.11/index.html
note,"For a brief introduction to the ideas behind the library, you can read the
introductory notes or the paper.",https://seaborn.pydata.org/archive/0.11/index.html
note,Release notes,https://seaborn.pydata.org/archive/0.11/index.html
note,"Site 
  
Introduction
Release notes
Installing
Example gallery
Tutorial
API reference",https://seaborn.pydata.org/archive/0.10/index.html
note,Release notes,https://seaborn.pydata.org/archive/0.10/index.html
note,"For a brief introduction to the ideas behind the library, you can read the
introductory notes.",https://seaborn.pydata.org/archive/0.10/index.html
note,Release notes,https://seaborn.pydata.org/archive/0.10/index.html
note,"Site 
  
Introduction
Release notes
Installing
Example gallery
Tutorial
API reference",https://seaborn.pydata.org/archive/0.9/index.html
note,Release notes,https://seaborn.pydata.org/archive/0.9/index.html
note,"For a brief introduction to the ideas behind the library, you can read the
introductory notes.",https://seaborn.pydata.org/archive/0.9/index.html
note,Release notes,https://seaborn.pydata.org/archive/0.9/index.html
note,"Note that some of the datasets have a small amount of preprocessing applied
to define a proper ordering for categorical variables.",https://seaborn.pydata.org/generated/seaborn.load_dataset.html#seaborn.load_dataset
only,"While convenient, this does add a bit of extra complexity, as you need to remember that this method is not part of the matplotlib API and exists only when using a figure-level function.",https://seaborn.pydata.org/tutorial/function_overview.html
note,Note,https://seaborn.pydata.org/tutorial/data_structure.html
should,"When plotting x against y, each variable should be a vector.",https://seaborn.pydata.org/tutorial/data_structure.html
note,Note,https://seaborn.pydata.org/tutorial/data_structure.html
only,You can design your plots by thinking only about the variables contained within it.,https://seaborn.pydata.org/tutorial/data_structure.html
note,Note that seaborn uses a slightly different set of concepts than are defined in the paper.,https://seaborn.pydata.org/tutorial/data_structure.html
note,"Note that this is different from how numpy indexing operations work, where a single indexer will access a row.",https://seaborn.pydata.org/tutorial/data_structure.html
note,Note,https://seaborn.pydata.org/tutorial/properties.html
should,Continuous scales can also be parameterized by a tuple of colors that the scale should interpolate between.,https://seaborn.pydata.org/tutorial/properties.html
note,Note,https://seaborn.pydata.org/tutorial/properties.html
note,"Note that, while the parameterization corresponds to diameter, scales will be applied with a square root transform so that data values are linearly proportional to area:",https://seaborn.pydata.org/tutorial/properties.html
should,The group property is special in that it does not change anything about the mark’s appearance but defines additional data subsets that transforms should operate on independently.,https://seaborn.pydata.org/tutorial/properties.html
only,"The other approach is nonparametric, using only the data that you provide.",https://seaborn.pydata.org/tutorial/error_bars.html
note,You will note that the size parameter is defined differently for the parametric and nonparametric approaches.,https://seaborn.pydata.org/tutorial/error_bars.html
note,Note,https://seaborn.pydata.org/tutorial/error_bars.html
only,"In prior versions, the only options were to show a bootstrap confidence interval or a standard deviation, with the choice controlled by the ci parameter (i.",https://seaborn.pydata.org/tutorial/error_bars.html
note,"Note that, assuming normally-distributed data, ~68% of the data will lie within one standard deviation, ~95% will lie within two, and ~99.",https://seaborn.pydata.org/tutorial/error_bars.html
only,", if the data represent a quantity that can only be positive).",https://seaborn.pydata.org/tutorial/error_bars.html
note,"Note that seaborn functions cannot currently draw error bars from values that have been calculated externally, although matplotlib functions can be used to add such error bars to seaborn plots.",https://seaborn.pydata.org/tutorial/error_bars.html
only,"Currently, the error bars on a regression estimate are less flexible, only showing a confidence interval with a size set through ci=.",https://seaborn.pydata.org/tutorial/error_bars.html
only,You should always ask yourself whether it’s best to use a plot that displays only a summary statistic and error bar.,https://seaborn.pydata.org/tutorial/error_bars.html
should,You should always ask yourself whether it’s best to use a plot that displays only a summary statistic and error bar.,https://seaborn.pydata.org/tutorial/error_bars.html
only,"Most methods only add information to the plot spec; no actual processing
happens until the plot is shown or saved.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.html
note,"When returned from the last statement in a notebook cell, a Plot will be compiled and embedded in the notebook as an image.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.html
note,The HiDPI scaling of the default PNG images will also inflate the size of the notebook they are stored in.,https://seaborn.pydata.org/generated/seaborn.objects.Plot.html
should,This is the main method for specifying how the data should be visualized.,https://seaborn.pydata.org/generated/seaborn.objects.Plot.add.html
must,"Currently, at most one Stat can be used, and it
must be passed first.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.add.html
must,Every layer must be defined with a Mark:,https://seaborn.pydata.org/generated/seaborn.objects.Plot.add.html
note,Note the distinction between how pointsize is passed to Plot.,https://seaborn.pydata.org/generated/seaborn.objects.Plot.add.html
must,Variables used only by the transforms must be passed at the layer level:,https://seaborn.pydata.org/generated/seaborn.objects.Plot.add.html
only,Variables used only by the transforms must be passed at the layer level:,https://seaborn.pydata.org/generated/seaborn.objects.Plot.add.html
should,The scale is also relevant for when numerical data should be treated as categories.,https://seaborn.pydata.org/generated/seaborn.objects.Plot.scale.html
only,"When using only col or row, wrap subplots across a two-dimensional
grid with this many subplots on the faceting dimension.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.facet.html
only,"Wrapping works only when there is a single variable, but you can wrap in
either direction:",https://seaborn.pydata.org/generated/seaborn.objects.Plot.facet.html
only,"When using only x or y, “wrap” subplots across a two-dimensional grid
with this many columns (when using x) or rows (when using y).",https://seaborn.pydata.org/generated/seaborn.objects.Plot.pair.html
note,Note,https://seaborn.pydata.org/generated/seaborn.objects.Plot.layout.html
note,"Note: the extent includes axis decorations when using a layout engine,
but it is exclusive of them when engine=""none"".",https://seaborn.pydata.org/generated/seaborn.objects.Plot.layout.html
note,"Because the notebook display adapts the figure
background to the plot, this appears only to change the plot size in a
notebook context.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.layout.html
only,"Because the notebook display adapts the figure
background to the plot, this appears only to change the plot size in a
notebook context.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.layout.html
only,"Limits apply only to the axis; data outside the visible range are
still used for any stat transforms and added to the plot.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.limit.html
only,It’s also possible to share only across rows or columns:,https://seaborn.pydata.org/generated/seaborn.objects.Plot.share.html
note,Note,https://seaborn.pydata.org/generated/seaborn.objects.Plot.theme.html
only,"Currently, the only valid argument is a dict of matplotlib rc parameters.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.theme.html
must,(This dict must be passed as a positional argument.,https://seaborn.pydata.org/generated/seaborn.objects.Plot.theme.html
should,Multiple parameter dictionaries should be passed to the same function call.,https://seaborn.pydata.org/generated/seaborn.objects.Plot.theme.html
note,"Calling this method is not necessary to render a plot in notebook context,
but it may be in other environments (e.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.show.html
should,"This should be
the last method you call when specifying a plot.",https://seaborn.pydata.org/generated/seaborn.objects.Plot.show.html
note,Note that the edge properties are parameterized differently for filled and unfilled markers; use stroke and color rather than edgewidth and edgecolor if the marker is unfilled:,https://seaborn.pydata.org/generated/seaborn.objects.Dot.html
must,"It is possible to draw unfilled bars, but you must override the default edge color:",https://seaborn.pydata.org/generated/seaborn.objects.Bars.html
only,It’s also possible to map only the edgecolor:,https://seaborn.pydata.org/generated/seaborn.objects.Area.html
note,"Note that use of weights currently limits the choice of
function and error bar method  to ""mean"" and ""ci"", respectively.",https://seaborn.pydata.org/generated/seaborn.objects.Est.html
note,"Note that use of weights currently limits the choice of
function and error bar method  to ""mean"" and ""ci"", respectively.",https://seaborn.pydata.org/generated/seaborn.objects.Est.html
note,"Note that if binwidth does not evenly divide the bin range, the actual
bin width used will be only approximately equal to the parameter value.",https://seaborn.pydata.org/generated/seaborn.objects.Hist.html
only,"Note that if binwidth does not evenly divide the bin range, the actual
bin width used will be only approximately equal to the parameter value.",https://seaborn.pydata.org/generated/seaborn.objects.Hist.html
note,Notes,https://seaborn.pydata.org/generated/seaborn.objects.Hist.html
should,"This function allows you to specify bins in several different ways, such as
by setting the total number of bins to use, the width of each bin, or the
specific locations where the bins should break.",https://seaborn.pydata.org/generated/seaborn.objects.Hist.html
only,"For discrete or categorical variables, this stat is commonly combined with a Bar mark:",https://seaborn.pydata.org/generated/seaborn.objects.Hist.html
note,See Notes.,https://seaborn.pydata.org/generated/seaborn.objects.KDE.html
note,Notes,https://seaborn.pydata.org/generated/seaborn.objects.KDE.html
only,"A probability can be obtained
only by integrating the density across a range.",https://seaborn.pydata.org/generated/seaborn.objects.KDE.html
only,Use by to dodge only a subset of variables:,https://seaborn.pydata.org/generated/seaborn.objects.Dodge.html
note,Note,https://seaborn.pydata.org/generated/seaborn.objects.Nominal.html
note,Note,https://seaborn.pydata.org/generated/seaborn.objects.Nominal.html
note,Note,https://seaborn.pydata.org/generated/seaborn.objects.Temporal.html
note,Note,https://seaborn.pydata.org/generated/seaborn.objects.Temporal.html
should,"Extra keyword arguments are passed to the underlying function, so you
should refer to the documentation for each to see kind-specific options.",https://seaborn.pydata.org/generated/seaborn.relplot.html
note,"Note that use of weights currently limits the choice of statistics
to a ‘mean’ estimator and ‘ci’ errorbar.",https://seaborn.pydata.org/generated/seaborn.relplot.html
should,"List or dict arguments should provide a size for each unique data value,
which forces a categorical interpretation.",https://seaborn.pydata.org/generated/seaborn.relplot.html
only,These examples will illustrate only some of the functionality that relplot() is capable of.,https://seaborn.pydata.org/generated/seaborn.relplot.html
should,"List or dict arguments should provide a size for each unique data value,
which forces a categorical interpretation.",https://seaborn.pydata.org/generated/seaborn.scatterplot.html
note,"Note that use of weights currently limits the choice of statistics
to a ‘mean’ estimator and ‘ci’ errorbar.",https://seaborn.pydata.org/generated/seaborn.lineplot.html
should,"List or dict arguments should provide a size for each unique data value,
which forces a categorical interpretation.",https://seaborn.pydata.org/generated/seaborn.lineplot.html
only,"ecdfplot() (with kind=""ecdf""; univariate-only)",https://seaborn.pydata.org/generated/seaborn.displot.html
only,"ecdfplot() (with kind=""ecdf""; univariate-only)",https://seaborn.pydata.org/generated/seaborn.displot.html
should,"Extra keyword arguments are passed to the underlying function, so you should
refer to the documentation for each to understand the complete set of options
for making plots with this interface.",https://seaborn.pydata.org/generated/seaborn.displot.html
only,"Currently, bivariate plots are available only for histograms and KDEs:",https://seaborn.pydata.org/generated/seaborn.displot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.histplot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.histplot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.histplot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.histplot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.histplot.html
only,Only relevant with bivariate data.,https://seaborn.pydata.org/generated/seaborn.histplot.html
note,Note: Does not currently support plots with a hue variable well.,https://seaborn.pydata.org/generated/seaborn.histplot.html
note,Notes,https://seaborn.pydata.org/generated/seaborn.histplot.html
should,"This function allows you to specify bins in several different ways, such as
by setting the total number of bins to use, the width of each bin, or the
specific locations where the bins should break.",https://seaborn.pydata.org/generated/seaborn.histplot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
only,Only relevant with univariate data.,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
note,See Notes.,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
warning,"If True, issue a warning when trying to estimate the density of data
with zero variance.",https://seaborn.pydata.org/generated/seaborn.kdeplot.html
must,"A vector argument
must have increasing values in [0, 1].",https://seaborn.pydata.org/generated/seaborn.kdeplot.html
only,Only relevant with bivariate data.,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
only,Only relevant with bivariate data.,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
note,Note: Does not currently support plots with a hue variable well.,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
note,Notes,https://seaborn.pydata.org/generated/seaborn.kdeplot.html
only,"A probability can be obtained
only by integrating the density across a range.",https://seaborn.pydata.org/generated/seaborn.kdeplot.html
note,"For a guide to updating, please see this notebook:",https://seaborn.pydata.org/generated/seaborn.distplot.html
should,"Extra keyword arguments are passed to the underlying function, so you
should refer to the documentation for each to see kind-specific options.",https://seaborn.pydata.org/generated/seaborn.catplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.catplot.html
note,Note that the use of weights may limit other statistical options.,https://seaborn.pydata.org/generated/seaborn.catplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.catplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.stripplot.html
only,Amount of jitter (only along the categorical axis) to apply.,https://seaborn.pydata.org/generated/seaborn.stripplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.stripplot.html
note,"Note that stripplot has linewidth=0 by default,
so edge colors are only visible with nonzero line width.",https://seaborn.pydata.org/generated/seaborn.stripplot.html
only,"Note that stripplot has linewidth=0 by default,
so edge colors are only visible with nonzero line width.",https://seaborn.pydata.org/generated/seaborn.stripplot.html
note,"If the hue variable is numeric, it will be mapped with a quantitative palette by default (note that this was not the case prior to version 0.",https://seaborn.pydata.org/generated/seaborn.stripplot.html
only,"This function is similar to stripplot(), but the points are adjusted
(only along the categorical axis) so that they don’t overlap.",https://seaborn.pydata.org/generated/seaborn.swarmplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.swarmplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.swarmplot.html
note,"If the hue variable is numeric, it will be mapped with a quantitative palette by default (note that this was not the case prior to version 0.",https://seaborn.pydata.org/generated/seaborn.swarmplot.html
warning,"When the local density of points is too high, they will be forced to overlap in the “gutters” of each swarm and a warning will be issued.",https://seaborn.pydata.org/generated/seaborn.swarmplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.boxplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.boxplot.html
should,"When hue mapping is used, whether elements should be narrowed and shifted along
the orient axis to eliminate overlap.",https://seaborn.pydata.org/generated/seaborn.boxplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.violinplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.violinplot.html
should,"When hue mapping is used, whether elements should be narrowed and shifted along
the orient axis to eliminate overlap.",https://seaborn.pydata.org/generated/seaborn.violinplot.html
only,"Draw “split” violins to take up less space, and only show the data quarties:",https://seaborn.pydata.org/generated/seaborn.violinplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.boxenplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.boxenplot.html
should,"When hue mapping is used, whether elements should be narrowed and shifted along
the orient axis to eliminate overlap.",https://seaborn.pydata.org/generated/seaborn.boxenplot.html
note,Notes,https://seaborn.pydata.org/generated/seaborn.boxenplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.pointplot.html
note,Note that the use of weights may limit other statistical options.,https://seaborn.pydata.org/generated/seaborn.pointplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.pointplot.html
note,Notes,https://seaborn.pydata.org/generated/seaborn.pointplot.html
only,"It is important to keep in mind that a point plot shows only the mean (or
other estimator) value, but in many cases it may be more informative to
show the distribution of values at each level of the categorical variables.",https://seaborn.pydata.org/generated/seaborn.pointplot.html
note,Note,https://seaborn.pydata.org/generated/seaborn.barplot.html
note,Note that the use of weights may limit other statistical options.,https://seaborn.pydata.org/generated/seaborn.barplot.html
should,"Should
be something that can be interpreted by color_palette(), or a
dictionary mapping hue levels to matplotlib colors.",https://seaborn.pydata.org/generated/seaborn.barplot.html
should,"When hue mapping is used, whether elements should be narrowed and shifted along
the orient axis to eliminate overlap.",https://seaborn.pydata.org/generated/seaborn.barplot.html
