KEYWORD,MATCHING SENTENCE,PAGE URL
not support,"write_graph:  (Not supported at this time)
  Whether to visualize the graph in TensorBoard.",https://keras.io/api/callbacks/tensorboard
note,"Note that the log file can become quite large
  when write_graph is set to True.",https://keras.io/api/callbacks/tensorboard
note,"Note however that writing too frequently to TensorBoard can slow
  down your training, especially when used with distribution
  strategies as it will incur additional synchronization overhead.",https://keras.io/api/callbacks/tensorboard
not support,"profile_batch: (Not supported at this time)
  Profile the batch(es) to sample compute characteristics.",https://keras.io/api/callbacks/tensorboard
must,profile_batch must be a non-negative integer or a tuple of integers.,https://keras.io/api/callbacks/tensorboard
only,"Threshold for measuring the new optimum, to only focus
  on significant changes.",https://keras.io/api/callbacks/reduce_lr_on_plateau
only,"The field is used only if the payload is sent within a form
  (i.",https://keras.io/api/callbacks/remote_monitor
should,"send_as_json: Boolean; whether the request should be
  sent as ""application/json"".",https://keras.io/api/callbacks/remote_monitor
should,"Whether the progress bar should
  count samples seen or steps (batches) seen.",https://keras.io/api/callbacks/progbar_logger
note,Note that the weights are swapped in-place in order to save memory.,https://keras.io/api/callbacks/swap_ema_weights
must,"When axis is specified, x1 and x2 must have compatible shapes.",https://keras.io/api/ops/numpy/
must,"If step is
  specified as a position argument, start must also be given.",https://keras.io/api/ops/numpy/
note,"(Note the role reversal: the ""y-coordinate""
is the first function parameter, the ""x-coordinate"" is the second.",https://keras.io/api/ops/numpy/
note,Note the order of the parameters.,https://keras.io/api/ops/numpy/
must,"The weights array can either be 1-D (in which
  case its length must be the size of a along the given axis) or of
  the same shape as x.",https://keras.io/api/ops/numpy/
must,The only constraint on weights is that sum(weights) must not be 0.,https://keras.io/api/ops/numpy/
only,The only constraint on weights is that sum(weights) must not be 0.,https://keras.io/api/ops/numpy/
must,"It must be of dimension 1, and it must only contain non-negative
  integer(s).",https://keras.io/api/ops/numpy/
only,"It must be of dimension 1, and it must only contain non-negative
  integer(s).",https://keras.io/api/ops/numpy/
must,It must have the same length as x.,https://keras.io/api/ops/numpy/
note,"Note:
    Torch backend does not support two dimensional vectors, or the
    arguments axisa, axisb and axisc.",https://keras.io/api/ops/numpy/
not support,"Note:
    Torch backend does not support two dimensional vectors, or the
    arguments axisa, axisb and axisc.",https://keras.io/api/ops/numpy/
note,"Note:
    Torch backend does not accept 0-D tensors as arguments.",https://keras.io/api/ops/numpy/
note,Note that the step size changes when endpoint is False.,https://keras.io/api/ops/numpy/
must,"Must be
  non-negative.",https://keras.io/api/ops/numpy/
only,"Relevant only if
  start or stop are array-like.",https://keras.io/api/ops/numpy/
note,"Note:
    Torch backend does not support axis argument.",https://keras.io/api/ops/numpy/
not support,"Note:
    Torch backend does not support axis argument.",https://keras.io/api/ops/numpy/
only,"Relevant only
  if start or stop are array-like.",https://keras.io/api/ops/numpy/
note,"Note:
    Torch backend does not support axis argument.",https://keras.io/api/ops/numpy/
not support,"Note:
    Torch backend does not support axis argument.",https://keras.io/api/ops/numpy/
should,x: Tensor whose axes should be reordered.,https://keras.io/api/ops/numpy/
must,These must be unique.,https://keras.io/api/ops/numpy/
must,These must also be unique.,https://keras.io/api/ops/numpy/
note,ord: Order of the norm (see table under Notes).,https://keras.io/api/ops/numpy/
note,"Note:
    For values of ord < 1, the result is, strictly speaking, not a
    mathematical 'norm', but it may still be useful for various numerical
    purposes.",https://keras.io/api/ops/numpy/
not support,"inf: min(sum(abs(x), axis=1))
        - ord=0: not supported
        - ord=1: max(sum(abs(x), axis=0))
        - ord=-1: min(sum(abs(x), axis=0))
        - ord=2: 2-norm (largest sing.",https://keras.io/api/ops/numpy/
not support,"value)
        - ord=-2: smallest singular value
        - other: not supported
    - For vectors:
        - ord=None: 2-norm
        - ord=""fro"": not supported
        - ord=nuc: not supported
        - ord=np.",https://keras.io/api/ops/numpy/
note,"Note:
    Torch backend only supports modes ""constant"", ""reflect"",
    ""symmetric"" and ""circular"".",https://keras.io/api/ops/numpy/
only,"Note:
    Torch backend only supports modes ""constant"", ""reflect"",
    ""symmetric"" and ""circular"".",https://keras.io/api/ops/numpy/
only,"Only Torch backend supports ""circular"" mode.",https://keras.io/api/ops/numpy/
note,"Note:
    Tensorflow backend only supports modes ""constant"", ""reflect""
    and ""symmetric"".",https://keras.io/api/ops/numpy/
only,"Note:
    Tensorflow backend only supports modes ""constant"", ""reflect""
    and ""symmetric"".",https://keras.io/api/ops/numpy/
must,Values must be between 0 and 1 inclusive.,https://keras.io/api/ops/numpy/
should,newshape: The new shape should be compatible with the original shape.,https://keras.io/api/ops/numpy/
note,"Note:
    A split does not have to result in equal division when using
    Torch backend.",https://keras.io/api/ops/numpy/
must,"The sizes of the corresponding
      axes must match.",https://keras.io/api/ops/numpy/
must,"Both sequences must be of the
      same length.",https://keras.io/api/ops/numpy/
only,"Pooling happens over the spatial
  dimensions only.",https://keras.io/api/ops/nn/
should,"axis: Integer, the axis that should be normalized.",https://keras.io/api/ops/nn/
only,"The binary cross-entropy loss is commonly used in binary
classification tasks where each input sample belongs to one
of the two classes.",https://keras.io/api/ops/nn/
should,Its shape should match the shape of the output tensor.,https://keras.io/api/ops/nn/
should,"Its shape should match the shape of the
  target tensor.",https://keras.io/api/ops/nn/
only,"The categorical cross-entropy loss is commonly used in multi-class
classification tasks where each input sample can belong to one of
multiple classes.",https://keras.io/api/ops/nn/
should,"Its shape should match the shape of the output tensor
  except for the last dimension.",https://keras.io/api/ops/nn/
should,"Its shape should match the shape of the target
  tensor except for the last dimension.",https://keras.io/api/ops/nn/
should,"num_input_channels should match the number of channels in
  inputs.",https://keras.io/api/ops/nn/
should,"kernel has shape
  [kernel_spatial_shape, num_output_channels, num_input_channels],
  num_input_channels should match the number of channels in
  inputs.",https://keras.io/api/ops/nn/
must,"The amount of output padding
  along a given dimension must be lower than the stride along that
  same dimension.",https://keras.io/api/ops/nn/
should,"kernel has shape
  [kernel_spatial_shape, num_input_channels, num_channels_multiplier],
  num_input_channels should match the number of channels in
  inputs.",https://keras.io/api/ops/nn/
only,"Pooling happens over the spatial
  dimensions only.",https://keras.io/api/ops/nn/
only,synchronized: Only applicable with the TensorFlow backend.,https://keras.io/api/ops/nn/
should,"axis: (optional) Axis along which the multi-hot encoding should be
  added.",https://keras.io/api/ops/nn/
should,"The shape can be
  arbitrary, but the dtype should be integer.",https://keras.io/api/ops/nn/
should,"depthwise_kernel has shape
  [kernel_spatial_shape, num_input_channels, num_channels_multiplier],
  num_input_channels should match the number of channels in
  inputs.",https://keras.io/api/ops/nn/
should,"Its shape should match the shape of the output
  tensor except for the last dimension.",https://keras.io/api/ops/nn/
should,"Its shape should match the shape of the target tensor except
  for the last dimension.",https://keras.io/api/ops/nn/
note,ord: Order of the norm (see table under Notes).,https://keras.io/api/ops/linalg/
note,"Note:
    For values of ord < 1, the result is, strictly speaking, not a
    mathematical 'norm', but it may still be useful for various numerical
    purposes.",https://keras.io/api/ops/linalg/
not support,"inf: min(sum(abs(x), axis=1))
        - ord=0: not supported
        - ord=1: max(sum(abs(x), axis=0))
        - ord=-1: min(sum(abs(x), axis=0))
        - ord=2: 2-norm (largest sing.",https://keras.io/api/ops/linalg/
not support,"value)
        - ord=-2: smallest singular value
        - other: not supported
    - For vectors:
        - ord=None: 2-norm
        - ord=""fro"": not supported
        - ord=nuc: not supported
        - ord=np.",https://keras.io/api/ops/linalg/
only,"The default value of None means that
  sparse tensors are kept only if the backend supports them.",https://keras.io/api/ops/core/
must,"Must take two
  arguments: the loop variable and the loop state.",https://keras.io/api/ops/core/
should,"The loop state
  should be updated and returned by this function.",https://keras.io/api/ops/core/
note,"Note: This checks for backend specific tensors so passing a TensorFlow
tensor would return False if your backend is PyTorch or JAX.",https://keras.io/api/ops/core/
must,"N is the number of indices to update, must be
  equal to the first dimension of updates.",https://keras.io/api/ops/core/
note,"Note: On the TensorFlow backend, when x is a tf.",https://keras.io/api/ops/core/
must,", Dn),
start_indices must be a list/tuple of n integers, specifying the starting
indices.",https://keras.io/api/ops/core/
must,"updates must have the same rank as inputs, and the size of each
dim must not exceed Di - start_indices[i].",https://keras.io/api/ops/core/
must,updates must have the same rank as inputs.,https://keras.io/api/ops/core/
must,Must accept a loop_vars like structure as an argument.,https://keras.io/api/ops/core/
must,"Must accept a
  loop_vars like structure as an argument, and return update value
  with the same structure.",https://keras.io/api/ops/core/
must,Must be 3D or 4D.,https://keras.io/api/ops/image/
note,"Note that
  gradients are not backpropagated into transformation parameters.",https://keras.io/api/ops/image/
note,"Note that c0 and c1 are only effective when using TensorFlow
  backend and will be considered as 0 when using other backends.",https://keras.io/api/ops/image/
only,"Note that c0 and c1 are only effective when using TensorFlow
  backend and will be considered as 0 when using other backends.",https://keras.io/api/ops/image/
must,Must be 3D or 4D.,https://keras.io/api/ops/image/
must,"For value other than 1,
  strides must be 1.",https://keras.io/api/ops/image/
note,"Note that interpolation near boundaries differs from the scipy function,
because we fixed an outstanding bug
scipy/issues/2640.",https://keras.io/api/ops/image/
must,"The order must be 0 or
  1.",https://keras.io/api/ops/image/
must,Must be 3D or 4D.,https://keras.io/api/ops/image/
should,"Both
  tensors in the tuple should be of floating type.",https://keras.io/api/ops/fft/
should,"Both
  tensors in the tuple should be of floating type.",https://keras.io/api/ops/fft/
only,"Since the Discrete Fourier Transform of a real-valued signal is
Hermitian-symmetric, RFFT only returns the fft_length / 2 + 1 unique
components of the FFT: the zero-frequency term, followed by the
fft_length / 2 positive-frequency terms.",https://keras.io/api/ops/fft/
must,"If window
  is a tensor, it will be used directly as the window and its length
  must be sequence_length.",https://keras.io/api/ops/fft/
should,"If the
FFT length used to compute is odd, it should be provided since it cannot
be inferred properly.",https://keras.io/api/ops/fft/
should,"Both
  tensors in the tuple should be of floating type.",https://keras.io/api/ops/fft/
should,"To reconstruct an original waveform, the parameters should be the same in
stft.",https://keras.io/api/ops/fft/
should,"Both
  tensors in the tuple should be of floating type.",https://keras.io/api/ops/fft/
must,"If window
  is a tensor, it will be used directly as the window and its length
  must be sequence_length.",https://keras.io/api/ops/fft/
only,Only used if use_ema=True.,https://keras.io/api/optimizers/sgd
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/sgd
only,Only used if use_ema=True.,https://keras.io/api/optimizers/rmsprop
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/rmsprop
only,Only used if use_ema=True.,https://keras.io/api/optimizers/adam
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/adam
only,Only used if use_ema=True.,https://keras.io/api/optimizers/adamw
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/adamw
note,"Note that Adadelta
  tends to benefit from higher initial learning rate values compared
  to other optimizers.",https://keras.io/api/optimizers/adadelta
only,Only used if use_ema=True.,https://keras.io/api/optimizers/adadelta
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/adadelta
note,"Note that Adagrad
  tends to benefit from higher initial learning rate values compared
  to other optimizers.",https://keras.io/api/optimizers/adagrad
must,Must be non-negative.,https://keras.io/api/optimizers/adagrad
only,Only used if use_ema=True.,https://keras.io/api/optimizers/adagrad
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/adagrad
only,Only used if use_ema=True.,https://keras.io/api/optimizers/adamax
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/adamax
only,"Adafactor is commonly used in NLP tasks, and has the advantage
of taking less memory because it only saves partial information of previous
gradients.",https://keras.io/api/optimizers/adafactor
only,Only used if use_ema=True.,https://keras.io/api/optimizers/adafactor
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/adafactor
only,Only used if use_ema=True.,https://keras.io/api/optimizers/Nadam
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/Nadam
must,"learning_rate_power: A float value, must be less or equal to zero.",https://keras.io/api/optimizers/ftrl
only,"Only
  zero or positive values are allowed.",https://keras.io/api/optimizers/ftrl
must,"l1_regularization_strength: A float value, must be greater than or equal
  to zero.",https://keras.io/api/optimizers/ftrl
must,"l2_regularization_strength: A float value, must be greater than or equal
  to zero.",https://keras.io/api/optimizers/ftrl
must,"l2_shrinkage_regularization_strength: A float value, must be greater
  than or equal to zero.",https://keras.io/api/optimizers/ftrl
only,"When input is sparse shrinkage will only happen
  on the active weights.",https://keras.io/api/optimizers/ftrl
only,Only used if use_ema=True.,https://keras.io/api/optimizers/ftrl
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/ftrl
only,"This make
Lion more memory-efficient as it only keeps track of the momentum.",https://keras.io/api/optimizers/lion
should,"The weight decay for Lion
should be in turn 3-10x larger than that for AdamW to maintain a
similar strength (lr * wd).",https://keras.io/api/optimizers/lion
only,Only used if use_ema=True.,https://keras.io/api/optimizers/lion
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/lion
only,Only used if use_ema=True.,https://keras.io/api/optimizers/loss_scale_optimizer
only,"Only used if
  use_ema=True.",https://keras.io/api/optimizers/loss_scale_optimizer
should,"__init__(): All state variables should be created in this method by
  calling self.",https://keras.io/api/metrics/base_metric
should,"y_pred and y_true should be passed in as vectors of probabilities,
rather than as labels.",https://keras.io/api/metrics/accuracy_metrics
only,"This is the crossentropy metric class to be used when there are only two
label classes (0 and 1).",https://keras.io/api/metrics/probabilistic_metrics
should,"There should be num_classes floating point values per feature for y_pred
and a single floating point value per feature for y_true.",https://keras.io/api/metrics/probabilistic_metrics
should,"Should be one of
  None (no aggregation), ""uniform_average"",
  ""variance_weighted_average"".",https://keras.io/api/metrics/regression_metrics
should,"For a best approximation of the real AUC, predictions should be
distributed approximately uniformly in the range [0, 1] (if
from_logits=False).",https://keras.io/api/metrics/classification_metrics
must,Values must be > 1.,https://keras.io/api/metrics/classification_metrics
should,"Values should be in [0, 1].",https://keras.io/api/metrics/classification_metrics
should,"multi_label: boolean indicating whether multilabel data should be
  treated as such, wherein AUC is computed separately for each label
  and then averaged across labels, or (when False) if the data
  should be flattened into a single label before AUC computation.",https://keras.io/api/metrics/classification_metrics
should,"Should
  be set to False for multi-class data.",https://keras.io/api/metrics/classification_metrics
note,"Note that this is unlike
  class_weights in that class_weights weights the example
  depending on the value of its label, whereas label_weights depends
  only on the index of that label before flattening; therefore
  label_weights should not be used for multi-class data.",https://keras.io/api/metrics/classification_metrics
only,"Note that this is unlike
  class_weights in that class_weights weights the example
  depending on the value of its label, whereas label_weights depends
  only on the index of that label before flattening; therefore
  label_weights should not be used for multi-class data.",https://keras.io/api/metrics/classification_metrics
should,"Note that this is unlike
  class_weights in that class_weights weights the example
  depending on the value of its label, whereas label_weights depends
  only on the index of that label before flattening; therefore
  label_weights should not be used for multi-class data.",https://keras.io/api/metrics/classification_metrics
should,"As a rule of thumb,
when using a keras loss, the from_logits constructor argument of the
loss should match the AUC from_logits constructor argument.",https://keras.io/api/metrics/classification_metrics
only,"If class_id is specified, we calculate precision by considering only the
entries in the batch for which class_id is above the threshold and/or in
the top-k highest predictions, and computing the fraction of them for which
class_id is indeed a correct label.",https://keras.io/api/metrics/classification_metrics
should,"no sigmoid applied
  to predictions), thresholds should be set to 0.",https://keras.io/api/metrics/classification_metrics
must,"This must be in the half-open interval [0, num_classes), where
  num_classes is the last dimension of predictions.",https://keras.io/api/metrics/classification_metrics
only,"If class_id is specified, we calculate recall by considering only the
entries in the batch for which class_id is in the label, and computing the
fraction of them for which class_id is above the threshold and/or in the
top-k predictions.",https://keras.io/api/metrics/classification_metrics
should,"no sigmoid
  applied to predictions), thresholds should be set to 0.",https://keras.io/api/metrics/classification_metrics
must,"This must be in the half-open interval [0, num_classes), where
  num_classes is the last dimension of predictions.",https://keras.io/api/metrics/classification_metrics
should,"no
  sigmoid applied to predictions), thresholds should be set to 0.",https://keras.io/api/metrics/classification_metrics
should,"no
  sigmoid applied to predictions), thresholds should be set to 0.",https://keras.io/api/metrics/classification_metrics
should,"no
  sigmoid applied to predictions), thresholds should be set to 0.",https://keras.io/api/metrics/classification_metrics
should,"no
  sigmoid applied to predictions), thresholds should be set to 0.",https://keras.io/api/metrics/classification_metrics
